Suburb,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,CouncilArea,Regionname,Propertycount,Year
Kew,2,u,630000.0,S,5.4,3101.0,2.0,1.0,1.0,Boroondara City Council,Southern Metropolitan,10331.0,2017
Kew,2,t,942000.0,S,5.4,3101.0,2.0,1.0,1.0,Boroondara City Council,Southern Metropolitan,10331.0,2017
Kew,2,h,912500.0,S,5.4,3101.0,2.0,1.0,2.0,Boroondara City Council,Southern Metropolitan,10331.0,2017
Kew,1,u,515000.0,S,5.4,3101.0,1.0,1.0,1.0,Boroondara City Council,Southern Metropolitan,10331.0,2017
Kew,2,u,672000.0,S,5.4,3101.0,2.0,1.0,1.0,Boroondara City Council,Southern Metropolitan,10331.0,2017
Kew,3,h,1280000.0,S,5.4,3101.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,10331.0,2017
Kew East,4,h,2162000.0,S,7.3,3102.0,4.0,2.0,3.0,Boroondara City Council,Southern Metropolitan,2671.0,2017
Keysborough,4,h,745000.0,S,25.2,3173.0,4.0,2.0,1.0,Greater Dandenong City Council,South-Eastern Metropolitan,8459.0,2017
Kingsbury,4,h,800001.0,SP,12.1,3083.0,4.0,1.0,2.0,Darebin City Council,Northern Metropolitan,1414.0,2017
Kingsville,3,h,1180000.0,VB,6.4,3012.0,3.0,1.0,1.0,Maribyrnong City Council,Western Metropolitan,1808.0,2017
Lalor,3,h,521000.0,S,16.3,3075.0,3.0,1.0,2.0,Whittlesea City Council,Northern Metropolitan,8279.0,2017
MacLeod,3,h,1081000.0,S,12.7,3085.0,3.0,2.0,2.0,Banyule City Council,Northern Metropolitan,4168.0,2017
MacLeod,3,h,795000.0,S,12.7,3085.0,3.0,2.0,2.0,Banyule City Council,Northern Metropolitan,4168.0,2017
MacLeod,3,h,945000.0,SP,12.7,3085.0,3.0,2.0,2.0,Banyule City Council,Northern Metropolitan,4168.0,2017
MacLeod,3,h,740000.0,S,12.7,3085.0,3.0,2.0,2.0,Banyule City Council,Northern Metropolitan,4168.0,2017
Malvern,2,t,910000.0,S,5.9,3144.0,2.0,1.0,2.0,Stonnington City Council,Southern Metropolitan,4675.0,2017
Malvern,2,u,592000.0,S,5.9,3144.0,2.0,1.0,1.0,Stonnington City Council,Southern Metropolitan,4675.0,2017
Malvern,1,u,455000.0,S,5.9,3144.0,1.0,1.0,1.0,Stonnington City Council,Southern Metropolitan,4675.0,2017
Malvern East,3,h,1780000.0,S,8.4,3145.0,3.0,2.0,2.0,Stonnington City Council,Southern Metropolitan,8801.0,2017
Maribyrnong,2,u,585000.0,S,4.3,3032.0,2.0,2.0,2.0,Maribyrnong City Council,Western Metropolitan,4918.0,2017
Maribyrnong,4,h,940000.0,S,4.3,3032.0,3.0,2.0,2.0,Maribyrnong City Council,Western Metropolitan,4918.0,2017
Maribyrnong,4,h,1085000.0,SP,4.3,3032.0,4.0,2.0,2.0,Maribyrnong City Council,Western Metropolitan,4918.0,2017
Maribyrnong,4,h,1125000.0,PI,4.3,3032.0,3.0,2.0,2.0,Maribyrnong City Council,Western Metropolitan,4918.0,2017
McKinnon,4,h,1680000.0,PI,11.4,3204.0,4.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,2397.0,2017
Melbourne,2,u,850000.0,VB,0.0,3000.0,2.0,2.0,2.0,Melbourne City Council,Northern Metropolitan,17496.0,2017
Melton,4,h,400000.0,S,31.7,3337.0,4.0,2.0,2.0,Melton City Council,Western Victoria,3600.0,2017
Melton South,3,h,315000.0,SP,29.8,3338.0,3.0,2.0,2.0,Melton City Council,Western Victoria,4718.0,2017
Melton South,4,h,355000.0,S,29.8,3338.0,4.0,2.0,1.0,Melton City Council,Western Victoria,4718.0,2017
Melton West,5,h,355000.0,S,31.7,3337.0,5.0,2.0,2.0,Melton City Council,Northern Victoria,6065.0,2017
Mentone,3,t,815000.0,SP,20.0,3194.0,3.0,3.0,2.0,Kingston City Council,South-Eastern Metropolitan,6162.0,2017
Mentone,2,t,800000.0,SP,20.0,3194.0,2.0,1.0,1.0,Kingston City Council,South-Eastern Metropolitan,6162.0,2017
Mentone,3,h,885000.0,S,20.0,3194.0,3.0,1.0,2.0,Kingston City Council,South-Eastern Metropolitan,6162.0,2017
Mernda,3,h,487500.0,S,25.9,3754.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,5812.0,2017
Mernda,4,h,700000.0,SP,25.9,3754.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,5812.0,2017
Middle Park,3,h,2010000.0,S,3.0,3206.0,3.0,1.0,0.0,Port Phillip City Council,Southern Metropolitan,2019.0,2017
Middle Park,3,h,1850000.0,PI,3.0,3206.0,3.0,2.0,1.0,Port Phillip City Council,Southern Metropolitan,2019.0,2017
Mill Park,3,h,663500.0,SP,17.9,3082.0,3.0,2.0,1.0,Whittlesea City Council,Northern Metropolitan,10529.0,2017
Mill Park,4,h,732000.0,S,17.9,3082.0,3.0,2.0,1.0,Whittlesea City Council,Northern Metropolitan,10529.0,2017
Mill Park,4,h,720000.0,S,17.9,3082.0,4.0,2.0,3.0,Whittlesea City Council,Northern Metropolitan,10529.0,2017
Mill Park,3,u,455000.0,SP,17.9,3082.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,10529.0,2017
Mill Park,3,h,556500.0,S,17.9,3082.0,3.0,1.0,2.0,Whittlesea City Council,Northern Metropolitan,10529.0,2017
Mill Park,3,h,566000.0,S,17.9,3082.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,10529.0,2017
Mill Park,3,h,560000.0,SP,17.9,3082.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,10529.0,2017
Mitcham,3,h,1125000.0,VB,17.2,3132.0,3.0,2.0,2.0,Whitehorse City Council,Eastern Metropolitan,6871.0,2017
Montmorency,3,h,830000.0,PI,16.2,3094.0,3.0,2.0,2.0,Banyule City Council,Eastern Metropolitan,3891.0,2017
Montmorency,3,t,642000.0,SP,16.2,3094.0,3.0,2.0,2.0,Banyule City Council,Eastern Metropolitan,3891.0,2017
Montmorency,3,u,569000.0,S,16.2,3094.0,3.0,1.0,2.0,Banyule City Council,Eastern Metropolitan,3891.0,2017
Moonee Ponds,3,h,1850000.0,SP,6.2,3039.0,3.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,6232.0,2017
Moonee Ponds,2,h,1090000.0,SP,6.2,3039.0,2.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,6232.0,2017
Moonee Ponds,3,u,1100000.0,S,6.2,3039.0,3.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,6232.0,2017
Moonee Ponds,2,h,760000.0,PI,6.2,3039.0,2.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,6232.0,2017
Moorabbin,3,h,1090500.0,S,14.3,3189.0,3.0,2.0,2.0,Kingston City Council,Southern Metropolitan,2555.0,2017
Mooroolbark,5,h,872000.0,SP,26.5,3138.0,5.0,2.0,2.0,Yarra Ranges Shire Council,Eastern Victoria,8280.0,2017
Mooroolbark,3,h,730000.0,SP,26.5,3138.0,3.0,2.0,2.0,Yarra Ranges Shire Council,Eastern Victoria,8280.0,2017
Mordialloc,1,u,519000.0,S,21.5,3195.0,1.0,1.0,1.0,Kingston City Council,South-Eastern Metropolitan,3650.0,2017
Mordialloc,4,t,1170000.0,S,21.5,3195.0,4.0,2.0,2.0,Kingston City Council,South-Eastern Metropolitan,3650.0,2017
Mount Waverley,2,u,720000.0,S,14.2,3149.0,2.0,1.0,1.0,Monash City Council,Eastern Metropolitan,13366.0,2017
Mount Waverley,2,u,572000.0,S,14.2,3149.0,2.0,1.0,1.0,Monash City Council,Eastern Metropolitan,13366.0,2017
Mount Waverley,3,h,1350000.0,S,14.2,3149.0,3.0,2.0,2.0,Monash City Council,Eastern Metropolitan,13366.0,2017
Mount Waverley,3,h,855000.0,S,14.2,3149.0,3.0,2.0,2.0,Monash City Council,Eastern Metropolitan,13366.0,2017
Mount Waverley,3,h,1640000.0,PI,14.2,3149.0,3.0,1.0,2.0,Monash City Council,Eastern Metropolitan,13366.0,2017
Mount Waverley,3,t,1011000.0,S,14.2,3149.0,3.0,2.0,2.0,Monash City Council,Eastern Metropolitan,13366.0,2017
Mount Waverley,5,h,1450000.0,S,14.2,3149.0,5.0,2.0,2.0,Monash City Council,Eastern Metropolitan,13366.0,2017
Mulgrave,3,h,880000.0,SA,18.8,3170.0,3.0,2.0,2.0,Monash City Council,South-Eastern Metropolitan,7113.0,2017
Mulgrave,3,h,960000.0,S,18.8,3170.0,3.0,2.0,2.0,Monash City Council,South-Eastern Metropolitan,7113.0,2017
Mulgrave,4,t,750000.0,S,18.8,3170.0,3.0,2.0,2.0,Monash City Council,South-Eastern Metropolitan,7113.0,2017
Murrumbeena,3,h,1256000.0,S,10.1,3163.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,4442.0,2017
Murrumbeena,1,u,330000.0,S,10.1,3163.0,1.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,4442.0,2017
Murrumbeena,2,u,670000.0,PI,10.1,3163.0,2.0,1.0,2.0,Glen Eira City Council,Southern Metropolitan,4442.0,2017
Murrumbeena,1,u,292000.0,SP,10.1,3163.0,1.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,4442.0,2017
Murrumbeena,2,u,602000.0,S,10.1,3163.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,4442.0,2017
Niddrie,4,h,1337000.0,S,10.4,3042.0,4.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,2291.0,2017
North Melbourne,2,h,970000.0,S,1.8,3051.0,2.0,1.0,0.0,Melbourne City Council,Northern Metropolitan,6821.0,2017
Northcote,2,u,550000.0,PI,5.3,3070.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,3,h,1232000.0,S,5.3,3070.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Nunawading,4,t,1200000.0,S,15.4,3131.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,4973.0,2017
Nunawading,4,t,950000.0,VB,15.4,3131.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,4973.0,2017
Oak Park,2,u,630000.0,SP,11.2,3046.0,2.0,2.0,2.0,Moreland City Council,Northern Metropolitan,2651.0,2017
Oak Park,2,u,460000.0,S,11.2,3046.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,2651.0,2017
Oak Park,4,h,1138000.0,SA,11.2,3046.0,4.0,2.0,2.0,Moreland City Council,Northern Metropolitan,2651.0,2017
Oak Park,3,t,870000.0,S,11.2,3046.0,3.0,2.0,2.0,Moreland City Council,Northern Metropolitan,2651.0,2017
Oakleigh,4,h,1410000.0,PI,12.3,3166.0,4.0,2.0,2.0,Monash City Council,Southern Metropolitan,3224.0,2017
Oakleigh,3,h,1245000.0,S,12.3,3166.0,3.0,1.0,1.0,Monash City Council,Southern Metropolitan,3224.0,2017
Oakleigh East,2,h,1114000.0,S,12.3,3166.0,2.0,1.0,1.0,Monash City Council,Southern Metropolitan,2547.0,2017
Oakleigh East,3,u,740000.0,S,12.3,3166.0,3.0,1.0,1.0,Monash City Council,Southern Metropolitan,2547.0,2017
Oakleigh South,4,h,1120000.0,S,15.5,3167.0,4.0,2.0,2.0,Kingston City Council,South-Eastern Metropolitan,3692.0,2017
Oakleigh South,3,h,945000.0,S,15.5,3167.0,3.0,1.0,2.0,Kingston City Council,South-Eastern Metropolitan,3692.0,2017
Ormond,1,u,280000.0,SP,11.4,3204.0,1.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,3578.0,2017
Ormond,2,u,485000.0,SP,11.4,3204.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,3578.0,2017
Pakenham,4,h,510000.0,SP,47.3,3810.0,3.0,2.0,2.0,Cardinia Shire Council,Eastern Victoria,17384.0,2017
Parkdale,3,h,1315000.0,SP,21.5,3195.0,3.0,2.0,2.0,Kingston City Council,South-Eastern Metropolitan,5087.0,2017
Parkdale,2,t,620000.0,PI,21.5,3195.0,2.0,2.0,2.0,Kingston City Council,South-Eastern Metropolitan,5087.0,2017
Parkville,3,u,1770000.0,S,1.8,3052.0,3.0,2.0,1.0,Melbourne City Council,Northern Metropolitan,2309.0,2017
Pascoe Vale,3,u,630000.0,S,8.5,3044.0,3.0,1.0,1.0,Moreland City Council,Northern Metropolitan,7485.0,2017
Point Cook,4,h,716500.0,S,14.7,3030.0,3.0,2.0,2.0,Wyndham City Council,Western Metropolitan,15542.0,2017
Port Melbourne,3,u,1725000.0,PI,3.5,3207.0,3.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,8648.0,2017
Port Melbourne,3,h,1325000.0,PI,3.5,3207.0,3.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,8648.0,2017
Port Melbourne,2,u,625000.0,S,3.5,3207.0,2.0,1.0,1.0,Melbourne City Council,Southern Metropolitan,8648.0,2017
Port Melbourne,2,u,665000.0,SP,3.5,3207.0,2.0,2.0,1.0,Melbourne City Council,Southern Metropolitan,8648.0,2017
Prahran,3,h,1810000.0,PI,4.6,3181.0,3.0,2.0,2.0,Stonnington City Council,Southern Metropolitan,7717.0,2017
Prahran,1,u,329000.0,S,4.6,3181.0,1.0,1.0,1.0,Stonnington City Council,Southern Metropolitan,7717.0,2017
Prahran,3,h,1400000.0,VB,4.6,3181.0,3.0,2.0,0.0,Stonnington City Council,Southern Metropolitan,7717.0,2017
Preston,3,h,850000.0,SP,8.4,3072.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,2,t,645000.0,SA,8.4,3072.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,5,h,1400000.0,PI,8.4,3072.0,5.0,2.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,t,808000.0,SP,8.4,3072.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,930000.0,S,8.4,3072.0,3.0,1.0,0.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,1130000.0,PI,8.4,3072.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,4,h,830000.0,PI,8.4,3072.0,4.0,1.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,881000.0,S,8.4,3072.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,u,660000.0,S,8.4,3072.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,945000.0,S,8.4,3072.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,1210000.0,S,8.4,3072.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,970000.0,S,8.4,3072.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,2,u,465000.0,PI,8.4,3072.0,2.0,1.0,1.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,725000.0,S,8.4,3072.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,990000.0,S,8.4,3072.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,972500.0,S,8.4,3072.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,955000.0,S,8.4,3072.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Princes Hill,3,h,1900000.0,PI,3.5,3054.0,3.0,1.0,0.0,Yarra City Council,Northern Metropolitan,1008.0,2017
Reservoir,4,h,1100000.0,S,12.0,3073.0,4.0,2.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,5,h,1266000.0,S,12.0,3073.0,5.0,2.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,3,h,1040000.0,S,12.0,3073.0,3.0,2.0,1.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,2,t,625000.0,S,12.0,3073.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,3,h,751000.0,S,12.0,3073.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,2,h,888000.0,S,12.0,3073.0,2.0,1.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,2,t,521000.0,S,12.0,3073.0,2.0,1.0,1.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,1,u,423750.0,S,12.0,3073.0,1.0,1.0,1.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,3,h,857700.0,SP,12.0,3073.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,3,t,642500.0,S,12.0,3073.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,2,t,555000.0,SP,12.0,3073.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Richmond,3,h,1676000.0,S,2.4,3121.0,3.0,1.0,1.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,4,h,1400000.0,S,2.4,3121.0,4.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,3,h,1301000.0,S,2.4,3121.0,3.0,1.0,1.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,2,u,575000.0,S,2.4,3121.0,2.0,1.0,1.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Ringwood,3,u,766000.0,SP,19.9,3134.0,3.0,1.0,2.0,Maroondah City Council,Eastern Metropolitan,7785.0,2017
Ringwood East,4,h,910000.0,S,21.3,3135.0,4.0,1.0,2.0,Maroondah City Council,Eastern Metropolitan,4407.0,2017
Ringwood East,4,h,1200000.0,S,21.3,3135.0,4.0,1.0,1.0,Maroondah City Council,Eastern Metropolitan,4407.0,2017
Ringwood East,5,h,1080000.0,S,21.3,3135.0,3.0,2.0,2.0,Maroondah City Council,Eastern Metropolitan,4407.0,2017
Ringwood North,3,h,1005000.0,S,19.9,3134.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,3619.0,2017
Rosanna,2,u,675000.0,S,8.9,3084.0,2.0,1.0,1.0,Banyule City Council,Eastern Metropolitan,3540.0,2017
Rowville,3,h,622000.0,S,23.5,3178.0,3.0,1.0,1.0,Knox City Council,South-Eastern Metropolitan,11667.0,2017
Roxburgh Park,3,h,425000.0,S,20.6,3064.0,3.0,2.0,2.0,Hume City Council,Northern Metropolitan,5833.0,2017
Sandringham,3,h,1710000.0,SP,15.2,3191.0,3.0,2.0,0.0,Bayside City Council,Southern Metropolitan,4497.0,2017
Sandringham,2,u,516000.0,S,15.2,3191.0,2.0,2.0,2.0,Bayside City Council,Southern Metropolitan,4497.0,2017
Sandringham,4,t,2221000.0,S,15.2,3191.0,4.0,2.0,2.0,Bayside City Council,Southern Metropolitan,4497.0,2017
Seabrook,3,h,515000.0,SP,15.5,3028.0,3.0,1.0,2.0,Hobsons Bay City Council,Western Metropolitan,1793.0,2017
Seaford,3,h,540000.0,S,35.4,3198.0,3.0,1.0,2.0,Frankston City Council,South-Eastern Metropolitan,8077.0,2017
Seaholme,3,h,1360000.0,S,11.0,3018.0,3.0,2.0,3.0,Hobsons Bay City Council,Western Metropolitan,852.0,2017
Seddon,4,h,1500000.0,SP,5.1,3011.0,4.0,3.0,2.0,Maribyrnong City Council,Western Metropolitan,2417.0,2017
Seddon,3,h,1180000.0,SP,5.1,3011.0,3.0,1.0,0.0,Maribyrnong City Council,Western Metropolitan,2417.0,2017
South Kingsville,3,h,790000.0,S,6.2,3015.0,3.0,2.0,2.0,Hobsons Bay City Council,Western Metropolitan,984.0,2017
South Melbourne,2,u,805000.0,S,1.9,3205.0,2.0,2.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0,2017
South Melbourne,2,u,530000.0,VB,1.9,3205.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0,2017
South Morang,4,h,915000.0,S,20.5,3752.0,4.0,3.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Morang,3,h,460000.0,SP,20.5,3752.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Morang,3,h,644000.0,S,20.5,3752.0,3.0,2.0,3.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Morang,5,h,905000.0,S,20.5,3752.0,5.0,5.0,3.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Morang,3,h,647000.0,S,20.5,3752.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Yarra,2,u,800000.0,SP,2.7,3141.0,2.0,2.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
South Yarra,2,h,2210000.0,S,2.7,3141.0,2.0,2.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
South Yarra,3,h,1400000.0,SP,2.7,3141.0,3.0,1.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
South Yarra,3,u,805000.0,S,2.7,3141.0,3.0,1.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
South Yarra,2,u,535000.0,SP,2.7,3141.0,0.0,0.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
Southbank,3,u,765000.0,S,0.7,3006.0,3.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,8400.0,2017
Southbank,1,u,422000.0,S,0.7,3006.0,1.0,1.0,1.0,Melbourne City Council,Southern Metropolitan,8400.0,2017
Southbank,2,u,590000.0,PI,0.7,3006.0,2.0,2.0,1.0,Melbourne City Council,Southern Metropolitan,8400.0,2017
St Albans,3,t,256000.0,SP,14.0,3021.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,14042.0,2017
St Kilda,4,h,2005000.0,S,5.0,3182.0,3.0,2.0,2.0,Port Phillip City Council,Southern Metropolitan,13240.0,2017
St Kilda,2,u,928000.0,SP,5.0,3182.0,2.0,2.0,2.0,Port Phillip City Council,Southern Metropolitan,13240.0,2017
St Kilda,2,u,586500.0,S,5.0,3182.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,13240.0,2017
St Kilda,1,u,451000.0,S,5.0,3182.0,1.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,13240.0,2017
Strathmore,4,h,1865000.0,PI,8.2,3041.0,3.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,3284.0,2017
Strathmore,4,t,1200000.0,PI,8.2,3041.0,3.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,3284.0,2017
Strathmore,5,h,1780000.0,S,8.2,3041.0,5.0,3.0,5.0,Moonee Valley City Council,Western Metropolitan,3284.0,2017
Strathmore,2,h,790000.0,S,8.2,3041.0,2.0,2.0,1.0,Moonee Valley City Council,Western Metropolitan,3284.0,2017
Sunbury,3,h,455000.0,S,31.7,3429.0,3.0,2.0,2.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunbury,3,h,410000.0,SP,31.7,3429.0,3.0,2.0,2.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunshine,3,u,635000.0,S,10.5,3020.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,3755.0,2017
Sunshine,3,h,775000.0,S,10.5,3020.0,3.0,2.0,3.0,Brimbank City Council,Western Metropolitan,3755.0,2017
Sunshine North,3,h,690500.0,S,10.5,3020.0,3.0,1.0,0.0,Brimbank City Council,Western Metropolitan,4217.0,2017
Sunshine West,3,h,520000.0,SP,10.5,3020.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,6763.0,2017
Sunshine West,3,h,590900.0,PI,10.5,3020.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,6763.0,2017
Sunshine West,3,h,670000.0,PI,10.5,3020.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,6763.0,2017
Surrey Hills,2,u,740000.0,VB,10.2,3127.0,2.0,1.0,2.0,Boroondara City Council,Southern Metropolitan,5457.0,2017
Taylors Hill,3,h,680000.0,PI,18.0,3037.0,3.0,2.0,2.0,Melton City Council,Western Metropolitan,4242.0,2017
Taylors Lakes,3,h,790500.0,S,15.5,3038.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,5336.0,2017
Taylors Lakes,3,h,695000.0,SP,15.5,3038.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,5336.0,2017
Taylors Lakes,5,h,805000.0,S,15.5,3038.0,5.0,2.0,2.0,Brimbank City Council,Western Metropolitan,5336.0,2017
Templestowe,3,t,1156000.0,S,15.5,3106.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,6202.0,2017
Templestowe,3,h,1350000.0,S,15.5,3106.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,6202.0,2017
Templestowe Lower,3,h,710000.0,S,12.4,3107.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,5420.0,2017
Templestowe Lower,4,t,1010000.0,S,12.4,3107.0,4.0,3.0,2.0,Manningham City Council,Eastern Metropolitan,5420.0,2017
Thomastown,3,h,580000.0,PI,15.3,3074.0,3.0,1.0,2.0,Whittlesea City Council,Northern Metropolitan,7955.0,2017
Thomastown,4,h,653000.0,S,15.3,3074.0,4.0,1.0,4.0,Whittlesea City Council,Northern Metropolitan,7955.0,2017
Thomastown,3,h,740000.0,S,15.3,3074.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7955.0,2017
Thornbury,2,u,493000.0,S,7.0,3071.0,2.0,1.0,1.0,Darebin City Council,Northern Metropolitan,8870.0,2017
Thornbury,3,h,1240000.0,S,7.0,3071.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,8870.0,2017
Thornbury,2,h,1010000.0,PI,7.0,3071.0,2.0,1.0,0.0,Darebin City Council,Northern Metropolitan,8870.0,2017
Thornbury,4,h,1626000.0,S,7.0,3071.0,4.0,1.0,2.0,Darebin City Council,Northern Metropolitan,8870.0,2017
Toorak,1,u,550000.0,PI,4.1,3142.0,1.0,1.0,1.0,Stonnington City Council,Southern Metropolitan,7217.0,2017
Toorak,2,u,1800000.0,VB,4.1,3142.0,2.0,2.0,2.0,Stonnington City Council,Southern Metropolitan,7217.0,2017
Toorak,3,u,2000000.0,VB,4.1,3142.0,3.0,2.0,2.0,Stonnington City Council,Southern Metropolitan,7217.0,2017
Toorak,2,u,751000.0,SP,4.1,3142.0,2.0,1.0,1.0,Stonnington City Council,Southern Metropolitan,7217.0,2017
Toorak,2,u,682000.0,S,4.1,3142.0,2.0,1.0,1.0,Stonnington City Council,Southern Metropolitan,7217.0,2017
Tullamarine,2,t,355000.0,S,12.9,3043.0,2.0,1.0,1.0,Brimbank City Council,Western Metropolitan,3296.0,2017
Vermont,4,h,1270000.0,S,17.2,3133.0,4.0,2.0,2.0,Maroondah City Council,Eastern Metropolitan,4181.0,2017
Vermont,4,t,975000.0,S,17.2,3133.0,4.0,2.0,2.0,Maroondah City Council,Eastern Metropolitan,4181.0,2017
Vermont,3,t,820000.0,SP,17.2,3133.0,3.0,2.0,2.0,Maroondah City Council,Eastern Metropolitan,4181.0,2017
Vermont South,3,u,750000.0,SP,17.2,3133.0,3.0,2.0,1.0,Whitehorse City Council,Eastern Metropolitan,4280.0,2017
Wantirna,2,h,1280000.0,SP,14.7,3152.0,2.0,1.0,0.0,Knox City Council,Eastern Metropolitan,5424.0,2017
